School,Program,Result,Result_Date,GPA,Verbal_GRE,Quant_GRE,Writing_GRE,Subject_GRE,Status,Submit_Date,Result_Day,Result_Month,Result_Year,Submit_Day,Submit_Month,Submit_Year,Degree_Type
UIUC,"Statistics, Masters (F14)",Rejected,10 Feb 2014,,,,,,,11 Feb 2014,10,Feb,2014,11,Feb,2014,Masters
Duke,"Statistics, PhD (F14)",Rejected,29 Jan 2014,,,,,,,11 Feb 2014,29,Jan,2014,11,Feb,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,4 Feb 2014,,,,,,,10 Feb 2014,4,Feb,2014,10,Feb,2014,Phd
Ohio State University,"Statistics, PhD (F14)",Accepted,21 Jan 2014,,,,,,,10 Feb 2014,21,Jan,2014,10,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,10 Feb 2014,3.7999999999999998,650.0,800.0,0.0,,U,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
University Of Washington,"Statistics, Masters (F14)",Accepted,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Masters
University Of Minnesota,"Statistics, PhD (F14)",Accepted,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
UIUC,"Statistics, Masters (F14)",Rejected,10 Feb 2014,3.1000000000000001,153.0,167.0,3.0,,A,10 Feb 2014,10,Feb,2014,10,Feb,2014,Masters
McMaster University,"Mathematics And Statistics, Masters (F14)",Accepted,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Masters
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,10 Feb 2014,3.5099999999999998,166.0,164.0,6.0,,A,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
McMaster University,"Mathematics And Statistics, Masters (F14)",Accepted,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Masters
McMaster University,"Mathematics And Statistics, Masters (F14)",Accepted,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Masters
Yale,"Statistics, PhD (F14)",Accepted,10 Feb 2014,,,,,,,10 Feb 2014,10,Feb,2014,10,Feb,2014,Phd
Iowa State,"Statistics, PhD (F14)",Accepted,9 Feb 2014,3.9100000000000001,167.0,164.0,4.5,,A,10 Feb 2014,9,Feb,2014,10,Feb,2014,Phd
Harvard University,"Statistics, Masters (F14)",Rejected,6 Feb 2014,,,,,,,9 Feb 2014,6,Feb,2014,9,Feb,2014,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Rejected,31 Jan 2014,,,,,,,9 Feb 2014,31,Jan,2014,9,Feb,2014,Phd
"University Of California, Santa Cruz","Statistics And Applied Mathematics, PhD (F14)",Accepted,7 Feb 2014,3.8999999999999999,159.0,170.0,3.5,,U,9 Feb 2014,7,Feb,2014,9,Feb,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Rejected,29 Jan 2014,,,,,,,9 Feb 2014,29,Jan,2014,9,Feb,2014,Phd
"University Of California, Riverside","Applied Statistics, PhD (F14)",Accepted,7 Feb 2014,3.5800000000000001,162.0,165.0,4.5,,A,8 Feb 2014,7,Feb,2014,8,Feb,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,28 Jan 2014,,,,,,,8 Feb 2014,28,Jan,2014,8,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,8 Feb 2014,,,,,,,8 Feb 2014,8,Feb,2014,8,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,7 Feb 2014,,,,,,,8 Feb 2014,7,Feb,2014,8,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,8 Feb 2014,3.8500000000000001,152.0,170.0,3.0,890.0,I,8 Feb 2014,8,Feb,2014,8,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,8 Feb 2014,,0.0,0.0,0.0,90.0,U,8 Feb 2014,8,Feb,2014,8,Feb,2014,Phd
Duke,"Statistics, PhD (F14)",Rejected,7 Feb 2014,3.7999999999999998,163.0,170.0,5.5,,I,8 Feb 2014,7,Feb,2014,8,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,8 Feb 2014,,,,,,,8 Feb 2014,8,Feb,2014,8,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,7 Feb 2014,,,,,,,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Duke,"Statistics, PhD (F14)",Rejected,7 Feb 2014,3.9100000000000001,167.0,164.0,4.5,,A,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Rejected,7 Feb 2014,,,,,,,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,7 Feb 2014,3.7599999999999998,157.0,170.0,4.0,,I,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Rejected,7 Feb 2014,,,,,,,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Harvard University,"Statistics, Masters (F14)",Rejected,7 Feb 2014,4.0,156.0,170.0,4.5,,I,7 Feb 2014,7,Feb,2014,7,Feb,2014,Masters
Harvard University,"Statistics, Masters (F14)",Rejected,7 Feb 2014,3.8999999999999999,155.0,170.0,4.0,820.0,I,7 Feb 2014,7,Feb,2014,7,Feb,2014,Masters
Harvard University,"Statistics, Masters (F14)",Accepted,7 Feb 2014,3.79,170.0,168.0,99.989999999999995,,U,7 Feb 2014,7,Feb,2014,7,Feb,2014,Masters
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,3.7599999999999998,148.0,168.0,3.0,95.0,I,7 Feb 2014,6,Feb,2014,7,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,3.7599999999999998,168.0,148.0,3.0,95.0,I,7 Feb 2014,6,Feb,2014,7,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,,,,,,,7 Feb 2014,6,Feb,2014,7,Feb,2014,Phd
Stanford University,"Statistics, PhD (F14)",Accepted,7 Feb 2014,4.0,163.0,166.0,4.0,95.0,I,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Harvard University,"Statistics, Masters (F14)",Accepted,6 Feb 2014,3.7000000000000002,165.0,166.0,3.5,,I,7 Feb 2014,6,Feb,2014,7,Feb,2014,Masters
Stanford University,"Statistics, PhD (F14)",Accepted,7 Feb 2014,3.8799999999999999,157.0,170.0,4.0,910.0,I,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Stanford University,"Statistics, PhD (F14)",Accepted,7 Feb 2014,,,,,,,7 Feb 2014,7,Feb,2014,7,Feb,2014,Phd
Harvard University,"Statistics, Masters (F14)",Accepted,6 Feb 2014,3.7599999999999998,155.0,170.0,3.5,,I,6 Feb 2014,6,Feb,2014,6,Feb,2014,Masters
Stanford University,"Statistics, PhD (F14)",Accepted,6 Feb 2014,4.0,168.0,170.0,5.0,820.0,A,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,6 Feb 2014,3.8999999999999999,710.0,800.0,5.0,910.0,A,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,6 Feb 2014,3.6800000000000002,165.0,165.0,4.5,,A,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,,,,,,,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,,,,,,,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,5 Feb 2014,,,,,,,6 Feb 2014,5,Feb,2014,6,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,,,,,,,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,6 Feb 2014,3.6600000000000001,147.0,163.0,3.0,,I,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,6 Feb 2014,3.6000000000000001,168.0,168.0,5.5,,A,6 Feb 2014,6,Feb,2014,6,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,5 Feb 2014,3.8399999999999999,166.0,170.0,4.5,,A,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Duke,"Statistics, PhD (F14)",Rejected,5 Feb 2014,3.6000000000000001,166.0,152.0,3.5,,I,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Carnegie Mellon,"Statistics, PhD (F14)",Accepted,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Duke,"Statistics, PhD (F14)",Rejected,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Yale,"Statistics, Masters (F14)",Rejected,4 Feb 2014,,,,,,,5 Feb 2014,4,Feb,2014,5,Feb,2014,Masters
Yale,"Statistics, PhD (F14)",Rejected,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Cornell University,"Statistics, PhD (F14)",Accepted,5 Feb 2014,3.9300000000000002,160.0,170.0,4.0,880.0,U,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Yale,"Statistics, Masters (F14)",Rejected,4 Feb 2014,3.2999999999999998,710.0,800.0,0.0,,U,5 Feb 2014,4,Feb,2014,5,Feb,2014,Masters
UC Berkeley,"Statistics, PhD (F14)",Accepted,4 Feb 2014,,,,,,,5 Feb 2014,4,Feb,2014,5,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
NCSU,"Statistics, PhD (F14)",Rejected,5 Feb 2014,3.6000000000000001,720.0,790.0,3.5,,U,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Harvard University,"Statistics, Masters (F14)",Rejected,4 Feb 2014,3.8199999999999998,157.0,167.0,4.5,,A,5 Feb 2014,4,Feb,2014,5,Feb,2014,Masters
"University Of Wisconsin, Madison","Statistics (Biostatistics Option), PhD (F14)",Accepted,27 Jan 2014,3.8999999999999999,158.0,167.0,4.5,,I,5 Feb 2014,27,Jan,2014,5,Feb,2014,Phd
University Of Pennsylvania,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,5 Feb 2014,4,Feb,2014,5,Feb,2014,Phd
University Of Texas At Austin,"Statistics, PhD (F14)",Accepted,31 Jan 2014,,,,,,,5 Feb 2014,31,Jan,2014,5,Feb,2014,Phd
UC Berkeley,"Statistics, PhD (F14)",Accepted,4 Feb 2014,,,,,,,5 Feb 2014,4,Feb,2014,5,Feb,2014,Phd
Harvard University,"Statistics, PhD (F14)",Accepted,30 Jan 2014,,,,,,,5 Feb 2014,30,Jan,2014,5,Feb,2014,Phd
Yale,"Statistics, PhD (F14)",Rejected,5 Feb 2014,3.8500000000000001,152.0,170.0,3.0,95.0,I,5 Feb 2014,5,Feb,2014,5,Feb,2014,Phd
Yale,"Statistics, Masters (F14)",Rejected,5 Feb 2014,,,,,,,5 Feb 2014,5,Feb,2014,5,Feb,2014,Masters
Yale,"Statistics, Masters (F14)",Rejected,5 Feb 2014,3.7599999999999998,170.0,155.0,3.5,,I,5 Feb 2014,5,Feb,2014,5,Feb,2014,Masters
McGill University,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
McGill University,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
Oxford,"Statistics, Masters (F14)",Accepted,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Masters
Yale,"Statistics, Masters (F14)",Rejected,4 Feb 2014,3.8199999999999998,161.0,170.0,4.0,,I,4 Feb 2014,4,Feb,2014,4,Feb,2014,Masters
Yale,"Statistics, Masters (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Masters
Yale,"Statistics, Masters (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Masters
Yale,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,5 Feb 2014,,,,,,,4 Feb 2014,5,Feb,2014,4,Feb,2014,Phd
Yale,"Statistics, Masters (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Masters
Yale,"Statistics, PhD (F14)",Rejected,4 Feb 2014,3.5099999999999998,162.0,167.0,4.5,840.0,A,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
Yale,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
Yale,"Statistics, PhD (F14)",Rejected,4 Feb 2014,3.5699999999999998,169.0,170.0,5.0,,A,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
Yale,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
University Of Pennsylvania,"Statistics, PhD (F14)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F14)",Rejected,4 Feb 2014,3.1000000000000001,167.0,153.0,3.0,,A,4 Feb 2014,4,Feb,2014,4,Feb,2014,Masters
"University Of Wisconsin, Madison","Statistics, PhD (F13)",Rejected,4 Feb 2014,,,,,,,4 Feb 2014,4,Feb,2014,4,Feb,2014,Phd
University Of Minnesota,"Statistics, PhD (F14)",Accepted,28 Jan 2014,3.98,159.0,170.0,3.0,,A,3 Feb 2014,28,Jan,2014,3,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,3 Feb 2014,,,,,,,3 Feb 2014,3,Feb,2014,3,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,3 Feb 2014,,,,,,,3 Feb 2014,3,Feb,2014,3,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,3 Feb 2014,,,,,,,3 Feb 2014,3,Feb,2014,3,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,3 Feb 2014,3.8399999999999999,166.0,170.0,4.5,,A,3 Feb 2014,3,Feb,2014,3,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,2 Feb 2014,,,,,,,3 Feb 2014,2,Feb,2014,3,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,2 Feb 2014,3.9199999999999999,161.0,168.0,4.0,,A,2 Feb 2014,2,Feb,2014,2,Feb,2014,Phd
"University Of Michigan, Ann Arbor","Statistics, PhD (F14)",Accepted,2 Feb 2014,3.8599999999999999,720.0,800.0,4.5,,A,2 Feb 2014,2,Feb,2014,2,Feb,2014,Phd
University Of Iowa,"Statistics, PhD (F14)",Accepted,1 Feb 2014,,,,,,,1 Feb 2014,1,Feb,2014,1,Feb,2014,Phd
Colorado State University,"Statistics, PhD (F13)",Accepted,31 Jan 2014,,,,,,,1 Feb 2014,31,Jan,2014,1,Feb,2014,Phd
Colorado State University,"Statistics, PhD (F14)",Accepted,31 Jan 2014,3.5800000000000001,162.0,165.0,4.5,,A,1 Feb 2014,31,Jan,2014,1,Feb,2014,Phd
University Of Texas At Austin,"Statistics, PhD (F14)",Accepted,31 Jan 2014,3.9300000000000002,160.0,169.0,3.5,,U,1 Feb 2014,31,Jan,2014,1,Feb,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,31 Jan 2014,3.8999999999999999,168.0,168.0,5.5,,A,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
Colorado State University,"Statistics, PhD (F14)",Accepted,31 Jan 2014,3.8999999999999999,168.0,168.0,5.5,,A,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,31 Jan 2014,3.5099999999999998,166.0,164.0,6.0,,A,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,31 Jan 2014,3.9199999999999999,161.0,168.0,4.0,,A,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,31 Jan 2014,3.6000000000000001,162.0,164.0,5.0,,A,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,31 Jan 2014,3.8500000000000001,154.0,170.0,4.5,,I,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
"University Of Wisconsin, Madison","Statistics, Masters (F14)",Rejected,31 Jan 2014,,,,,,,31 Jan 2014,31,Jan,2014,31,Jan,2014,Masters
University Of Texas At Austin,"Statistics, PhD (F14)",Accepted,31 Jan 2014,3.6499999999999999,168.0,153.0,3.0,,I,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
University Of Texas At Austin,"Statistics, PhD (F14)",Accepted,31 Jan 2014,,,,,,,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
Yale,"Statistics, Masters (F14)",Accepted,30 Jan 2014,4.0,156.0,170.0,4.5,,I,31 Jan 2014,30,Jan,2014,31,Jan,2014,Masters
Oxford,"Genomic Medicine And Statistics, PhD (F14)",Accepted,31 Jan 2014,4.0,165.0,160.0,5.5,,I,31 Jan 2014,31,Jan,2014,31,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,,,,,,,31 Jan 2014,23,Jan,2014,31,Jan,2014,Phd
Oregon State University,"Statistics, Masters (F14)",Accepted,29 Jan 2014,3.6000000000000001,162.0,164.0,5.0,,A,30 Jan 2014,29,Jan,2014,30,Jan,2014,Masters
Yale,"Statistics, Masters (F14)",Accepted,30 Jan 2014,3.79,152.0,168.0,3.5,,U,30 Jan 2014,30,Jan,2014,30,Jan,2014,Masters
Harvard University,"Statistics, PhD (F14)",Accepted,29 Jan 2014,3.8399999999999999,166.0,170.0,4.5,,A,29 Jan 2014,29,Jan,2014,29,Jan,2014,Phd
Harvard University,"Statistics, PhD (F14)",Accepted,29 Jan 2014,3.8500000000000001,160.0,166.0,4.5,,A,29 Jan 2014,29,Jan,2014,29,Jan,2014,Phd
Harvard University,"Statistics, PhD (F14)",Accepted,29 Jan 2014,3.9100000000000001,167.0,164.0,4.5,,A,29 Jan 2014,29,Jan,2014,29,Jan,2014,Phd
NCSU,"Statistics, PhD (F14)",Accepted,11 Jan 2014,,,,,,,29 Jan 2014,11,Jan,2014,29,Jan,2014,Phd
University Of California Irvine,"Statistics, PhD (F14)",Accepted,29 Jan 2014,,,,,,,29 Jan 2014,29,Jan,2014,29,Jan,2014,Phd
Duke,"Statistics, PhD (F14)",Rejected,29 Jan 2014,,,,,,,29 Jan 2014,29,Jan,2014,29,Jan,2014,Phd
Duke,"Statistics, PhD (F14)",Rejected,28 Jan 2014,3.5099999999999998,166.0,164.0,6.0,,A,28 Jan 2014,28,Jan,2014,28,Jan,2014,Phd
Iowa State,"Statistics, PhD (F14)",Accepted,26 Jan 2014,,,,,,,28 Jan 2014,26,Jan,2014,28,Jan,2014,Phd
University Of Pennsylvania,"Statistics, PhD (F14)",Rejected,28 Jan 2014,3.5699999999999998,169.0,170.0,5.0,,A,28 Jan 2014,28,Jan,2014,28,Jan,2014,Phd
University Of Pennsylvania,"Statistics, PhD (F14)",Rejected,28 Jan 2014,3.98,157.0,170.0,4.5,,U,28 Jan 2014,28,Jan,2014,28,Jan,2014,Phd
University Of Pennsylvania,"Statistics, PhD (F14)",Rejected,28 Jan 2014,,,,,,,28 Jan 2014,28,Jan,2014,28,Jan,2014,Phd
University Of Pennsylvania,"Statistics, PhD (F14)",Rejected,28 Jan 2014,3.7599999999999998,170.0,163.0,4.5,,A,28 Jan 2014,28,Jan,2014,28,Jan,2014,Phd
University Of Arkansas,"Education Research And Statistics, PhD (F14)",Accepted,13 Dec 2013,3.7000000000000002,157.0,161.0,5.0,,A,28 Jan 2014,13,Dec,2013,28,Jan,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,28 Jan 2014,,,,,,,28 Jan 2014,28,Jan,2014,28,Jan,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,27 Jan 2014,,,,,,,27 Jan 2014,27,Jan,2014,27,Jan,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,27 Jan 2014,,,,,,,27 Jan 2014,27,Jan,2014,27,Jan,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,27 Jan 2014,,,,,,,27 Jan 2014,27,Jan,2014,27,Jan,2014,Phd
"University Of Wisconsin, Madison","Statistics, PhD (F14)",Accepted,27 Jan 2014,,,,,,,27 Jan 2014,27,Jan,2014,27,Jan,2014,Phd
NCSU,"Statistics, PhD (F14)",Accepted,25 Jan 2014,4.0,149.0,169.0,3.5,830.0,I,26 Jan 2014,25,Jan,2014,26,Jan,2014,Phd
"University Of Wisconsin, Madison","MS Program In Statistics, Masters (F14)",Accepted,24 Jan 2014,3.8399999999999999,159.0,170.0,3.5,,I,26 Jan 2014,24,Jan,2014,26,Jan,2014,Masters
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.9100000000000001,167.0,164.0,4.5,,A,26 Jan 2014,23,Jan,2014,26,Jan,2014,Phd
NCSU,"Statistics, PhD (F14)",Accepted,24 Jan 2014,3.9300000000000002,160.0,169.0,3.5,,U,24 Jan 2014,24,Jan,2014,24,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,,,,,,,24 Jan 2014,23,Jan,2014,24,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.98,165.0,168.0,5.0,,U,24 Jan 2014,23,Jan,2014,24,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,24 Jan 2014,,,,,,,24 Jan 2014,24,Jan,2014,24,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,,,,,,,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,,,,,,,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.5699999999999998,169.0,170.0,5.0,,A,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,,,,,,,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.6000000000000001,720.0,790.0,3.5,,U,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,,,,,,,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.7200000000000002,164.0,170.0,4.0,800.0,A,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.7599999999999998,170.0,163.0,4.5,,A,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Rejected,23 Jan 2014,3.6600000000000001,740.0,800.0,5.5,,A,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
Ohio State University,"Statistics, PhD (F14)",Accepted,20 Jan 2014,3.5699999999999998,169.0,170.0,5.0,,A,23 Jan 2014,20,Jan,2014,23,Jan,2014,Phd
Ohio State University,"Statistics, PhD (F14)",Accepted,23 Jan 2014,3.8999999999999999,153.0,170.0,4.5,,I,23 Jan 2014,23,Jan,2014,23,Jan,2014,Phd
Oxford,"Applied Statistics, Masters (F14)",Accepted,21 Jan 2014,,,,,,,21 Jan 2014,21,Jan,2014,21,Jan,2014,Masters
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,3.9300000000000002,170.0,160.0,4.0,880.0,U,20 Jan 2014,17,Jan,2014,20,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,3.8900000000000001,170.0,170.0,5.0,890.0,A,19 Jan 2014,17,Jan,2014,19,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,3.8599999999999999,163.0,170.0,5.0,,A,18 Jan 2014,17,Jan,2014,18,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,,,,,,,18 Jan 2014,17,Jan,2014,18,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,,,,,,,18 Jan 2014,17,Jan,2014,18,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,4.0,168.0,170.0,5.0,820.0,A,18 Jan 2014,17,Jan,2014,18,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,3.8399999999999999,166.0,170.0,4.5,790.0,A,17 Jan 2014,17,Jan,2014,17,Jan,2014,Phd
University Of Washington,"Statistics, PhD (F14)",Accepted,17 Jan 2014,,,,,,,17 Jan 2014,17,Jan,2014,17,Jan,2014,Phd
NCSU,"Statistics, PhD (F14)",Accepted,10 Jan 2014,,,,,,,16 Jan 2014,10,Jan,2014,16,Jan,2014,Phd
LSE,"Financial Statistics, Masters (F14)",Accepted,11 Dec 2013,4.0,156.0,170.0,4.5,,I,13 Jan 2014,11,Dec,2013,13,Jan,2014,Masters
NCSU,"Statistics, PhD (F14)",Accepted,10 Jan 2014,4.0,168.0,170.0,5.0,820.0,A,11 Jan 2014,10,Jan,2014,11,Jan,2014,Phd
