school,program,decision,GPA,GRE,GRE_AW
London School Of Economics,Finance,Rejected,3.78,168.0,3.5
University of North Carolina (UNC),Economics,Accepted,3.93,170.0,4.0
University of California,Computer Science,Wait,3.99,168.0,5.5
"University of California, Irvine",Criminology,Accepted,4.0,168.0,5.5
Carnegie Mellon University,Machine Learning,Accepted,3.97,170.0,6.0
Carnegie Mellon University,Machine Learning,Accepted,3.97,167.0,5.5
New York University,Sociology,Accepted,3.95,163.0,5.0
Carnegie Mellon,Machine Learning,Wait,3.84,167.0,4.0
Duke University,Economics And Computation,Accepted,3.6,165.0,4.5
Carnegie Mellon University,Machine Learning,Rejected,3.93,157.0,4.0
Carnegie Mellon University,Machine Learning,Rejected,3.93,152.0,4.0
Carnegie Mellon University,Machine Learning,Rejected,3.63,170.0,4.0
University of Southern California,Economics,Rejected,3.7,170.0,4.0
Carnegie Mellon University,Robotics( MSR ),Rejected,9.17,168.0,4.0
Kellogg School Of Management,Managerial Economics And Strategy,Rejected,3.7,170.0,4.0
Carnegie Mellon University,Mechanical Engineering ( Research ),Accepted,9.17,168.0,4.0
Carnegie Mellon University,MSCV,Accepted,3.7,162.0,4.5
University of Notre Dame,Economics,Wait,3.65,168.0,4.5
Carnegie Mellon University,MRSD,Accepted,3.73,163.0,4.0
Texas Tech University,Computer Science,Accepted,3.58,157.0,3.0
American University,Criminology,Accepted,3.88,155.0,5.0
University of Michigan,Economics,Rejected,3.89,170.0,6.0
University of Michigan,Economics,Rejected,3.71,170.0,4.0
University of Michigan,Economics,Rejected,3.72,167.0,4.0
Brown University,Philosophy,Rejected,3.75,159.0,5.0
University of Texas at Austin,Advertising,Accepted,3.93,166.0,4.0
Erasmus University Of Rotterdam,Strategy And Entrepreneurship,Rejected,3.47,327.0,99.99
University Of Washington,Public Policy and Management,Accepted,4.0,162.0,4.5
University of Pennsylvania,East Asian Studies,Rejected,3.8,168.0,4.5
Rutgers University,Mathematics,Accepted,3.87,166.0,4.0
Lamar University,Computational And Quantitative Methods,Accepted,3.34,168.0,3.0
Boston University,Economics,Rejected,3.89,170.0,6.0
Center for Monetary and Financial Studies (CEMFI),Economics,Accepted,4.0,170.0,4.0
University of California,Computer Science,Accepted,3.77,168.0,4.5
London School of Economics and Political Science (LSE),Economics,Accepted,3.9,170.0,5.5
Stanford University,Political Science,Wait,3.91,166.0,5.0
Princeton University,Physics,Accepted,4.0,160.0,6.0
Penn State University,Economics,Rejected,3.96,168.0,3.0
Stanford University,Political Science,Rejected,3.97,165.0,5.0
University of Texas,Finance,Accepted,3.65,157.0,3.5
Stockholm School Of Economics (SSE),Economics,Rejected,3.6,169.0,4.5
University of Kentucky,Exercise Science,Rejected,4.0,365.0,5.0
Kent State University,Exercise Physiology,Rejected,4.0,365.0,5.0
Massachusetts Institute of Technology (MIT),Economics,Wait,3.95,170.0,5.5
Massachusetts Institute of Technology (MIT),Economics,Rejected,3.72,167.0,4.0
UNC-Chapel Hill,Organic Chemistry,Rejected,3.6,161.0,4.0
Indiana University,Economics,Rejected,3.71,170.0,6.0
University Of Tennessee,Physics And Astronomy,Accepted,4.0,168.0,4.5
Massachusetts Institute of Technology (MIT),Economics,Rejected,3.97,170.0,5.0
University Of Alberta,Computer Science,Accepted,3.79,170.0,5.0
Massachusetts Institute of Technology (MIT),Economics,Rejected,3.85,167.0,5.0
Boston University,Economics,Rejected,3.65,168.0,4.5
Massachusetts Institute of Technology (MIT),Economics,Rejected,4.0,170.0,4.5
Massachusetts Institute of Technology (MIT),Economics,Rejected,3.7,170.0,4.0
Massachusetts Institute of Technology (MIT),Economics,Rejected,3.9,170.0,5.5
Massachusetts Institute of Technology (MIT),Economics,Rejected,3.71,167.0,5.0
University of North Carolina (UNC),Chemistry,Rejected,3.7,165.0,4.0
Penn State University,Economics,Rejected,3.97,161.0,3.5
Emory University,Computer Science and Informatics,Rejected,3.83,162.0,3.5
CUNY New York City College of Technology,Criminology,Rejected,4.0,168.0,5.5
Northeastern University,Network Science,Rejected,3.5,165.0,3.5
Penn State University,Economics,Rejected,3.79,163.0,5.0
Washington University In St. Louis (WashU),Audiology,Accepted,4.0,156.0,4.0
Rush University,Audiology,Accepted,4.0,156.0,4.0
University of Texas,Computer Science,Rejected,8.41,167.0,4.5
Stanford University,Economics,Accepted,3.9,170.0,4.5
American University,Political Science,Accepted,3.7,170.0,3.0
Georgia State University,Clinical Psychology,Rejected,3.4,157.0,6.0
Carnegie Mellon University,MSCV,Accepted,3.89,166.0,4.5
Purdue University,Robotics,Rejected,3.84,169.0,4.0
New York University,Economics,Accepted,3.97,169.0,3.5
Emory University,Computer Science,Rejected,3.77,160.0,3.5
University Of Washington,Mechanical Engineering,Accepted,3.5,166.0,4.0
Johns Hopkins University,Mechanical Engineering,Accepted,3.83,170.0,5.0
University Of Washington,Political Science,Accepted,4.0,155.0,5.5
Emory University,Computer,Rejected,3.5,158.0,3.5
University of Texas,Computer Science,Accepted,3.7,159.0,4.0
University of Texas,Computer Science,Accepted,3.7,159.0,4.0
North Carolina State University,Computer Science,Accepted,4.0,169.0,4.5
New York University,Computer Science,Rejected,3.89,170.0,3.0
Carnegie Mellon University,Intelligent Information Systems,Accepted,3.84,164.0,5.0
Texas Tech University,Economics,Rejected,3.63,157.0,3.0
University of Texas Health Science Center,Biostatistics,Accepted,3.1,167.0,3.0
New York University,Economics,Accepted,3.9,170.0,5.5
Miami University (OH),Political Science,Accepted,4.4,171.0,8.0
University of Wisconsin,Economics,Accepted,3.9,170.0,5.5
University of Michigan,Sociology,Rejected,3.9,153.0,4.0
Duke University,Sociology,Accepted,3.93,165.0,6.0
Harvard Kennedy,Public Policy,Rejected,3.71,170.0,4.0
University of California,Political Science,Rejected,4.0,158.0,5.0
University of California,Political Science,Rejected,3.86,159.0,5.5
University of California,Political Science,Rejected,4.0,155.0,5.5
Loma Linda University,Clinical Psychology,Rejected,3.99,155.0,5.5
Stanford University,Sociology,Rejected,3.94,163.0,4.5
Arizona State University,Mechanical Engineering,Accepted,3.3,169.0,5.5
SUNY Buffalo,Communication,Accepted,3.93,166.0,4.0
University of Pennsylvania,Marketing,Accepted,3.8,169.0,4.0
University Of Birmingham,Human Computer Interaction,Accepted,3.51,163.0,5.5
University Of St Andrews,Human Computer Interaction,Accepted,3.51,163.0,5.5
CUNY New York City College of Technology,Sociology,Wait,4.0,170.0,6.0
University Of New Mexico,Electrical And Computer Engineering,Rejected,4.0,169.0,3.5
Southern Illinois University,Mathematics,Accepted,3.59,163.0,4.0
Carnegie Mellon University,Language Technology,Rejected,3.58,167.0,5.0
University of Southern California,Computer Science,Accepted,4.0,161.0,4.0
University of Southern California,Computer Science (Scientists & Engineers),Accepted,3.58,163.0,4.5
Yeshiva University,Clinical Psychology,Rejected,4.0,166.0,4.5
University Of Alabama,Human Nutrition,Rejected,3.47,162.0,4.0
Stevens Institute of Technology,Data Science,Rejected,3.2,155.0,4.0
University Of Bonn BGSE,Economic Research,Rejected,3.96,168.0,4.0
University Of Cambridge,Economic Research,Accepted,3.96,168.0,4.0
Carnegie Mellon University,Mechanical Engineering,Accepted,3.84,164.0,5.0
Georgia Institute Of Technology,Mechanical Engineering,Accepted,3.84,164.0,5.0
SUNY Buffalo,Computer Science,Accepted,3.0,170.0,4.0
University of California,Electrical And Computer Engineering,Accepted,3.6,170.0,3.0
Purdue University,Electrical And Computer Engineering,Accepted,3.02,170.0,3.5
Delft University of Technology,Electrical Engineering,Rejected,3.02,170.0,3.5
University Of Edinburgh,Electrical Engineering,Rejected,3.02,170.0,3.5
Stevens Institute of Technology,Electrical And Computer Engineering,Rejected,3.37,159.0,3.5
University Of Washington,Statistics,Rejected,3.7,170.0,4.5
Carnegie Mellon University,Management Information Systems,Accepted,3.91,170.0,4.5
University Of Washington,Statistics,Rejected,3.83,166.0,4.5
South Central Louisiana State University,Atheletical Physics,Accepted,1.69,160.0,99.99
Penn State University,Economics,Accepted,3.85,165.0,5.0
University of North Carolina (UNC),Biostatistics,Accepted,3.94,163.0,4.0
University of Michigan,Biostatistics,Accepted,3.94,163.0,4.0
Carnegie Mellon University,MSAII,Rejected,3.78,169.0,4.0
University of California (UCLA),Sociology,Wait,3.94,163.0,5.0
University of South Carolina-Upstate,Statistics,Rejected,4.0,169.0,4.0
University of California,Electrical And Computer Engineering,Accepted,3.4,164.0,4.5
University of Chicago,Statistics,Wait,3.93,170.0,4.0
Georgia State University,Speech Language Pathology,Rejected,3.9,158.0,5.0
University of Texas,Statistics,Rejected,3.39,162.0,3.5
University of Miami,Biostatistics,Rejected,3.39,162.0,3.5
Columbia University,Philosophy,Rejected,3.7,156.0,4.5
University Of Arizona,Civil And Environmental Engineering,Rejected,3.54,168.0,5.0
University of Chicago,Musicology,Rejected,3.88,149.0,5.0
New Mexico Institute of Mining and Technology,Computer Science,Rejected,3.58,157.0,3.0
Georgia Institute Of Technology,Machine Learning,Accepted,3.9,170.0,5.0
Auburn University,Civil And Environmental Engineering,Rejected,3.7,160.0,3.5
Emory University,Economics,Rejected,3.79,161.0,3.0
University Of Tennessee,Political Science,Rejected,3.69,165.0,4.6
Arizona State University,Mechanical Engineering,Accepted,3.7,169.0,3.5
University of California,Chemistry,Rejected,3.6,161.0,4.0
Carnegie Mellon University,Artificial Intelligence And Innovation,Rejected,3.29,168.0,4.0
University of Chicago,Public Policy,Accepted,3.82,161.0,5.0
Arizona State University,Computer Science,Accepted,3.7,154.0,4.5
Stanford University,Economics,Wait,3.91,169.0,5.0
Northeastern University,Chemical Engineering,Accepted,3.8,164.0,4.5
Harvard University,Inner Asian And Altaic Studies (IAAS),Rejected,4.0,161.0,5.0
Northwestern University,History,Rejected,4.0,161.0,5.0
Samford University,Speech Language Pathology,Accepted,3.82,150.0,4.5
University Of Minnesota,Public Affairs,Rejected,4.0,155.0,5.5
Florida State University (FSU),Criminology,Accepted,4.0,149.0,5.5
Stanford University,Mechanical Engineering,Accepted,3.96,163.0,5.5
Stanford University,Economics,Wait,3.86,166.0,4.0
University of Wisconsin,Statistics,Accepted,3.94,169.0,5.0
University Of Missouri,Statistics,Rejected,3.8,168.0,3.0
University of Wisconsin,Statistics,Accepted,3.97,170.0,3.5
Stanford University,Sociology,Rejected,3.93,162.0,6.0
University of California,Political Science,Wait,3.91,166.0,5.0
Stanford University,Economics,Rejected,4.0,168.0,4.5
Purdue University,Civil And Environmental Engineering,Accepted,3.34,163.0,4.5
McCombs School Of Business,"Information, Risk, And Operations Management",Rejected,4.0,167.0,3.0
University of Vermont,Civil And Environmental Engineering,Accepted,3.54,168.0,5.0
Stanford University,Economics,Rejected,4.0,170.0,4.5
Stanford University,Economics,Rejected,3.7,162.0,4.0
New York University,Chemical And Biomolecular Engineering,Rejected,3.8,164.0,4.5
University of North Carolina (UNC),Applied Mathematics,Rejected,4.0,170.0,5.5
New York University,Computer Science,Rejected,8.93,170.0,3.5
University of Toledo,Mechanical Engineering,Accepted,3.2,158.0,3.0
Stanford University,Economics,Wait,3.97,170.0,5.0
Stanford University,Economics,Rejected,3.71,167.0,5.0
Stanford University,Economics,Rejected,3.71,170.0,4.0
Stanford University,Economics,Rejected,3.91,170.0,4.0
University of Chicago,History,Rejected,3.8,158.0,4.5
Stanford University,Economics,Rejected,3.87,169.0,5.5
University of California,Ethnic Studies,Rejected,3.8,156.0,5.5
University of Massachusetts Amherst,Sociology,Accepted,3.7,159.0,5.5
New York University,Computer Science,Rejected,3.83,169.0,4.5
Stanford University,Economics,Rejected,3.93,154.0,4.0
Stanford University,Economics,Rejected,3.96,170.0,6.0
Stanford University,Economics,Rejected,3.8,170.0,4.5
Stanford University,Economics,Rejected,3.95,170.0,5.5
Stanford University,Economics,Rejected,3.78,170.0,4.5
Stanford University,Economics,Rejected,4.0,170.0,4.5
Carnegie Mellon University,Robotics,Accepted,3.93,170.0,4.5
Stanford University,Economics,Rejected,3.2,169.0,4.0
Stanford University,Economics,Rejected,3.85,167.0,5.0
Stanford University,Economics,Rejected,3.74,164.0,4.0
Stanford University,Economics,Wait,3.93,170.0,5.5
New York University (NYU) - Tandon,Computer Science,Rejected,3.52,168.0,2.0
University of Pennsylvania,Religious Studies,Rejected,3.7,160.0,3.0
Emory University,Political Science,Accepted,3.73,169.0,4.5
University Of Arizona,Economics,Wait,3.72,163.0,5.0
University of South Florida,Clinical Rehabilitation And Mental Health Counseling,Accepted,3.98,157.0,4.0
Yale University,Statistics,Rejected,3.98,170.0,4.5
"University of California, Irvine",Statistics,Accepted,3.98,170.0,4.5
University of Colorado Boulder,Mathematics,Accepted,3.7,168.0,4.0
University of Pennsylvania,Statistics And Data Science,Accepted,3.9,170.0,5.0
Duke University,Population Health Science,Rejected,3.74,168.0,99.99
Tulane University of Louisiana,Biomedical Sciences,Rejected,3.56,167.0,3.0
University of North Carolina (UNC),Pharmaceutical Sciences,Rejected,3.98,170.0,4.5
University of Pennsylvania,Data Science,Rejected,3.97,167.0,4.0
Northwestern University,Computer Science,Accepted,3.97,170.0,4.0
Spalding University,Clinical Psychology,Rejected,3.75,151.0,5.0
University of Texas,Computer Science,Accepted,4.0,170.0,3.5
Johns Hopkins University,Biostatistics,Rejected,3.9,169.0,4.0
Georgia Institute Of Technology,Mechanical Engineering,Rejected,3.3,169.0,5.5
Cornell Tech,Computer Science,Rejected,3.67,164.0,4.0
LIU Brooklyn,Clinical Psychology,Rejected,2.76,161.0,5.0
University of Wisconsin,Medical Physics,Rejected,3.09,168.0,5.0
Ball State University,Counseling Psychology,Rejected,3.8,154.0,4.5
University of Wisconsin,Counseling Psychology,Rejected,3.8,154.0,4.5
University of Georgia,Counseling Psychology,Rejected,3.8,154.0,4.5
Northeastern University,Artificial Intelligence,Accepted,3.5,164.0,4.0
Princeton University,Electrical And Computer Engineering,Rejected,3.92,161.0,3.5
Massachusetts Institute of Technology (MIT),Medical Engineering and Medical Physics (MEMP),Rejected,3.97,170.0,4.0
Southern Illinois University,Computer Science,Rejected,3.58,157.0,3.0
Washington University In St. Louis (WashU/WUSTL),Political Science,Accepted,3.98,165.0,5.5
University of Chicago,Cancer Biology,Rejected,3.95,163.0,4.0
Princeton University,Physics,Rejected,3.97,170.0,4.5
University Of Prince Edward Island,Clinical Psychology,Rejected,3.75,157.0,5.0
University of California (UCSB),Social Psychology,Rejected,3.84,165.0,5.5
Delft University of Technology,Applied Physics (Quantum Track),Accepted,3.92,167.0,4.5
SUNY Buffalo,Civil Engineering,Accepted,3.81,166.0,4.0
Indiana University,Special Education,Accepted,3.57,163.0,4.0
Icahn School of Medicine at Mount Sinai,Biomedical Sciences And Neuroscience,Rejected,3.81,164.0,5.5
Duke University,Biostatistics,Rejected,3.67,170.0,3.5
Purdue University,Computer Science,Accepted,3.4,166.0,3.5
Cornell University,"Biochemistry, Cell And Molecular Biology",Rejected,3.97,163.0,4.0
Syracuse University,Applied Data Science,Accepted,3.3,162.0,4.0
Massachusetts Institute of Technology (MIT),Economics,Accepted,4.0,155.0,2.0
SUNY Buffalo,Cognitive Psychology,Rejected,3.84,165.0,5.5
University of California,Experimental Psychology,Rejected,3.84,165.0,5.5
University of Wisconsin,Chemistry,Accepted,3.92,170.0,4.0
University of North Carolina (UNC),Clinical Psychology,Rejected,3.96,169.0,5.5
University Of Minnesota,Biochemistry Molecular Biology And Biophysics,Rejected,4.0,168.0,5.0
Yale University,"BBS Biochemistry, Quantitative Biology, Biophysics And Structural Biology (BQBS)",Rejected,4.0,168.0,5.0
Brandeis University,Cell and Molecular Biology,Rejected,3.77,154.0,4.0
University of Pennsylvania,Biostatistics,Rejected,3.89,159.0,4.0
University of Michigan,Chemistry,Rejected,3.7,158.0,4.0
Duke University,Electrical And Computer Engineering,Accepted,3.77,169.0,4.0
Emory University,PBEE,Rejected,3.9,170.0,4.5
Auburn University,Clinical Psychology,Rejected,3.85,157.0,4.5
University Of Alabama,Clinical Psychology,Rejected,3.85,157.0,4.5
University of Houston,Clinical Psychology,Rejected,3.85,157.0,4.5
